id,latitude,longitude,numberOfRacks,skytrainStationName,streetName,streetNumber,streetSide
1,49.2840955,-123.106071,1,,Abbott St,134,East
2,49.2834427,-123.1064141,2,,Abbott St,216,East
3,49.2795926,-123.1078211,1,,Abbott St,603,West
4,49.2793501,-123.1078143,1,,Abbott St,623,West
5,49.2793435,-123.1074331,1,,Abbott St,628,East
6,49.2901583,-123.1312417,1,,Alberni St,1600,North
7,49.2664455,-123.1105766,2,,Alberta St,2104,East
8,49.2664455,-123.1105766,2,,Alberta St,2104,East
9,49.2679307,-123.1865956,1,,Alma St,2083,West
10,49.2631462,-123.186216,1,,Alma St,2607,West
11,49.2630718,-123.1861479,1,,Alma St,2621,West
12,49.262292,-123.1532351,1,,Arbutus St,2665,West
13,49.2620673,-123.1527473,1,,Arbutus St,2696,East
14,49.2644805,-123.171416,1,,Bayswater St,2475,West
15,49.2809603,-123.1087017,2,,Beatty St,510,East
16,49.2804969,-123.109298,2,,Beatty St,546,East
17,49.2785166,-123.1131078,2,,Beatty St,733,West
18,49.2775706,-123.1134436,2,,Beatty St,788,East
19,49.2771786,-123.1140883,5,,Beatty St,808,East
20,49.2773076,-123.1148482,2,,Beatty St,837,West
21,49.2645708,-123.177737,1,,Blenheim St,2500,West
22,49.2327725,-123.0237625,1,,Boundary Rd,5675,West
23,49.2871145,-123.1178602,2,,Burrard St,401,West
24,49.2801681,-123.1271342,1,,Burrard St,1088,East
25,49.2681554,-123.1454132,1,,Burrard St,1980,East
26,49.2640931,-123.1460681,1,,Burrard St,2445,West
27,49.2856991,-123.1271568,1,,Bute St,814,East
28,49.2840173,-123.108771,2,,Cambie St,220,East
29,49.2829497,-123.1091677,1,,Cambie St,322,East
30,49.2637207,-123.1147658,1,,Cambie St,548,East
31,49.2777318,-123.1162302,3,,Cambie St,845,West
32,49.2756765,-123.1179733,2,,Cambie St,1008,South
33,49.2645598,-123.1151484,2,,Cambie St,2335,West
34,49.2595283,-123.1153338,2,,Cambie St,2893,West
35,49.2592641,-123.1152031,1,,Cambie St,2925,West
36,49.2558194,-123.1153698,1,,Cambie St,3305,West
37,49.2544865,-123.1148693,1,,Cambie St,3440,East
38,49.2497026,-123.1152041,1,,Cambie St,4030,East
39,49.2495961,-123.1151991,1,,Cambie St,4050,East
40,49.2096948,-123.1161556,4,Marine Drive,Cambie St,8430,East
41,49.2088598,-123.116863,1,,Cambie St,8500,East
42,49.2817651,-123.1041945,1,,Carrall St,360,East
43,49.2763835,-123.1445046,6,,Chestnut St,1100,East
44,49.2737894,-123.0775553,2,,Clark Drive,1215,West
45,49.2723686,-123.0776691,3,,Clark Drive,1345,West
46,49.2657659,-123.1095961,2,,Columbia St,203,North
47,49.2821393,-123.1020496,1,,Columbia St,302,East
48,49.2822562,-123.1024296,1,,Columbia St,303,West
49,49.275432,-123.0698104,1,,Commercial Drive,1025,West
50,49.2750133,-123.0697459,2,,Commercial Drive,1045,West
51,49.2745282,-123.069861,2,,Commercial Drive,1111,West
52,49.2744038,-123.0693904,1,,Commercial Drive,1132,East
53,49.274431,-123.0697538,1,,Commercial Drive,1135,West
54,49.2738497,-123.069413,1,,Commercial Drive,1204,East
55,49.2725041,-123.0697856,1,,Commercial Drive,1365,West
56,49.2701543,-123.0694612,1,,Commercial Drive,1620,East
57,49.2697401,-123.0698958,1,,Commercial Drive,1675,West
58,49.2648302,-123.0694324,1,,Commercial Drive,2210,East
59,49.2641607,-123.0699528,1,,Commercial Drive,2279,West
60,49.264293,-123.0695535,1,,Commercial Drive,2290,East
61,49.2613708,-123.0697964,1,,Commercial Drive,2598,East
62,49.2601499,-123.0701941,2,,Commercial Drive,2733,West
63,49.2589765,-123.0700724,3,,Commercial Drive,2879,West
64,49.2829271,-123.1068858,1,,Cordova St,100,South
65,49.2824309,-123.1013005,1,,Cordova St,119,North
66,49.2726896,-123.1487182,1,,Cornwall Av,1941,North
67,49.2827291,-123.1207375,1,,Cornwall Av,1945,North
68,49.2374941,-123.0321438,1,,Crowley,3425,North
69,49.2709603,-123.1476327,2,,Cypress St,1670,East
70,49.2743666,-123.1222883,1,,Davie St,216,South
71,49.2775196,-123.1270611,1,,Davie St,746,North
72,49.2822836,-123.1343653,1,,Davie St,1248,South
73,49.2867692,-123.1413041,1,,Davie St,1762,South
74,49.2924885,-123.1343324,1,,Denman St,679,West
75,49.2917744,-123.1345824,1,,Denman St,768,East
76,49.2912037,-123.1362474,1,,Denman St,823,West
77,49.2902476,-123.1375478,1,,Denman St,935,West
78,49.2891824,-123.1392249,3,,Denman St,1015,West
79,49.2883203,-123.1402162,5,,Denman St,1100,East
80,49.2876782,-123.1410182,1,,Denman St,1156,East
81,49.2571218,-123.1847928,1,,Dunbar St,3322,East
82,49.2570089,-123.1853828,1,,Dunbar St,3335,West
83,49.2559503,-123.1847742,1,,Dunbar St,3468,East
84,49.2543269,-123.185494,1,,Dunbar St,3637,West
85,49.2486203,-123.1849256,2,,Dunbar St,4250,East
86,49.2474605,-123.1855698,1,,Dunbar St,4355,West
87,49.2472524,-123.1856349,1,,Dunbar St,4395,West
88,49.2468425,-123.1850517,1,,Dunbar St,4428,East
89,49.2463055,-123.1854199,1,,Dunbar St,4497,West
90,49.2456032,-123.1856517,1,,Dunbar St,4555,West
91,49.2451468,-123.1855716,1,,Dunbar St,4603,West
92,49.2357448,-123.1853198,1,,Dunbar St,5587,West
93,49.2832322,-123.0955061,2,,Dunlevy Av,143,West
94,49.2804447,-123.1107314,2,,Dunsmuir St,111,East
95,49.2849343,-123.1179274,1,,Dunsmuir St,885,North
96,49.2845427,-123.1183473,1,,Dunsmuir St,888,South
97,49.2612261,-123.0986102,1,,E 11th Av,295,North
98,49.2584723,-123.0701487,1,,E 13th Av,1680,South
99,49.2576737,-123.1016572,3,,E 15th Av,175,North
100,49.2573411,-123.0907556,2,,E 15th Av,607,North
101,49.2572938,-123.0902815,1,,E 15th Av,639,North
102,49.2572661,-123.0896467,2,,E 15th Av,665,North
103,49.2442368,-123.0449129,3,29th Ave,E 29th Av,2790,South
104,49.2683207,-123.0995135,2,,E 2nd Ave,238,South
105,49.2679414,-123.1023448,1,,E 3rd Av,112,South
106,49.267526,-123.1026604,1,,E 4th Av,127,North
107,49.2675861,-123.1019343,1,,E 4th Av,137,North
108,49.2658006,-123.1045328,1,,E 6th Av,7,North
109,49.2657427,-123.1030625,2,,E 6th Av,73,North
110,49.2644336,-123.1015759,2,,E 7th Av,156,South
111,49.2637886,-123.1051003,4,,E 8th St,5,South
112,49.2621968,-123.0742766,1,,E Broadway,1464,South
113,49.2617435,-123.0561247,2,,E Broadway,2406,South
114,49.2822161,-123.1032141,1,,E Cordova St,44,South
115,49.2820512,-123.1009043,2,,E Cordova St,138,South
116,49.2783202,-123.0909143,1,,E Georgia St,628,South
117,49.2829899,-123.1106177,1,,E Hastings St,326,South
118,49.2813512,-123.0924716,1,,E Hastings St,533,North
119,49.2813512,-123.0924716,1,,E Hastings St,533,North
120,49.284772,-123.1121484,1,,E Hastings St,573,North
121,49.2808729,-123.0902928,1,,E Hastings St,660,South
122,49.2809016,-123.0901347,1,,E Hastings St,678,South
123,49.2810138,-123.0899689,1,,E Hastings St,684,South
124,49.2812354,-123.0859147,1,,E Hastings St,855,North
125,49.2813408,-123.0854301,1,,E Hastings St,879,North
126,49.2812279,-123.0850699,1,,E Hastings St,895,North
127,49.2811651,-123.0773203,3,,E Hastings St,1298,South
128,49.281125,-123.0718135,1,,E Hastings St,1618,South
129,49.281125,-123.0718135,1,,E Hastings St,1618,South
130,49.2812757,-123.0477149,2,,E Hastings St,2769,North
131,49.2814105,-123.0302762,1,,E Hastings St,3423,North
132,49.2812936,-123.0295019,1,,E Hastings St,3435,North
133,49.2812535,-123.0292345,1,,E Hastings St,3475,North
134,49.2812961,-123.0258283,1,,E Hastings St,3599,North
135,49.2805518,-123.0735594,3,,E Pender St,1523,North
136,49.2561313,-123.090098,1,,Fraser St,3213,West
137,49.2559783,-123.0901728,1,,Fraser St,3227,West
138,49.2539547,-123.0901929,2,,Fraser St,3485,West
139,49.2464384,-123.0898659,1,,Fraser St,4304,East
140,49.2462905,-123.0900347,2,,Fraser St,4326,East
141,49.2441215,-123.0898514,1,,Fraser St,4588,East
142,49.2343752,-123.0901076,1,,Fraser St,5550,East
143,49.2308508,-123.0909761,1,,Fraser St,5907,West
144,49.2307712,-123.090257,1,,Fraser St,5914,East
145,49.2290964,-123.0909499,1,,Fraser St,6105,West
146,49.2281625,-123.0903817,1,,Fraser St,6204,East
147,49.2281521,-123.091032,1,,Fraser St,6207,West
148,49.227214,-123.0909656,2,,Fraser St,6305,West
149,49.2253215,-123.0911397,1,,Fraser St,6505,West
150,49.2778993,-123.0971991,1,,Gore St,747,West
151,49.2787653,-123.1237457,1,,Granville St,1043,West
152,49.2781493,-123.1252321,4,,Granville St,1117,West
153,49.2778876,-123.1257331,1,,Granville St,1149,West
154,49.2638493,-123.1389784,1,,Granville St,2447,West
155,49.262401,-123.1382603,1,,Granville St,2600,East
156,49.2613028,-123.13899,1,,Granville St,2723,West
157,49.2609712,-123.1389177,1,,Granville St,2775,West
158,49.2605535,-123.1389029,1,,Granville St,2801,West
159,49.2584811,-123.1390008,1,,Granville St,3047,West
160,49.2581447,-123.1391521,1,,Granville St,3097,North
161,49.2575934,-123.1390936,1,,Granville St,3149,West
162,49.2130177,-123.1400089,1,,Granville St,8002,East
163,49.2117893,-123.1400549,1,,Granville St,8168,East
164,49.2116601,-123.1407641,1,,Granville St,8273,West
165,49.2101079,-123.1407524,1,,Granville St,8435,West
166,49.2074523,-123.1409005,1,,Granville St,8679,West
167,49.2072834,-123.140847,1,,Granville St,8697,West
168,49.2782391,-123.1165903,1,,Hamilton St,858,East
169,49.2780568,-123.1173212,1,,Hamilton St,883,West
170,49.2779748,-123.1169051,1,,Hamilton St,888,North
171,49.2632862,-123.1198763,1,,Heather St,2530,East
172,49.2571247,-123.1202315,1,,Heather St,3195,West
173,49.2807846,-123.0897068,1,,Heatley Av,409,West
174,49.2771216,-123.123076,1,,Helmcken St,508,South
175,49.2780063,-123.1235633,2,,Helmcken St,609,West
176,49.2780063,-123.1235633,3,,Helmcken St,609,North
177,49.2780739,-123.1242036,1,,Helmcken St,649,West
178,49.2830465,-123.1109647,2,,Homer St,420,East
179,49.282408,-123.1122003,1,,Homer St,514,East
180,49.2800073,-123.1166826,3,,Homer St,777,West
181,49.2789114,-123.1173942,1,,Homer St,856,East
182,49.2746087,-123.1236911,1,,Homer St,1238,East
183,49.2850412,-123.1178533,1,,Hornby St,586,East
184,49.2824313,-123.1225062,2,,Hornby St,815,West
185,49.2789498,-123.1278804,1,,Hornby St,1177,West
186,49.2761799,-123.1317956,1,,Hornby St,1401,West
187,49.2761799,-123.1317956,1,,Hornby St,1401,West
188,49.2842809,-123.1179663,1,,Howe St,625,West
189,49.2791327,-123.1255936,1,,Howe St,1095,West
190,49.2742562,-123.1319778,1,,Howe St,1512,East
191,49.2846377,-123.0931422,3,,Jackson Av,20,East
192,49.2834546,-123.133199,1,,Jervis St,1100,East
193,49.2377193,-123.03217,1,,Joyce St,5160,East
194,49.2793684,-123.0988074,1,,Keefer St,232,South
195,49.2827291,-123.1207375,1,,Keith St,2300,West
196,49.260802,-123.0971636,1,,Kingsway,359,North
197,49.2578684,-123.0937133,1,,Kingsway,500,South
198,49.2570411,-123.0913394,1,,Kingsway,612,South
199,49.2557183,-123.0880464,1,,Kingsway,776,South
200,49.2547316,-123.0856086,3,,Kingsway,898,South
201,49.2541657,-123.0848343,1,,Kingsway,934,South
202,49.2535391,-123.0825535,2,,Kingsway,1055,North
203,49.2522839,-123.0807477,1,,Kingsway,1170,South
204,49.2511522,-123.0785071,1,,Kingsway,1284,South
205,49.251542,-123.0782121,1,,Kingsway,1299,North
206,49.2513841,-123.0776444,1,,Kingsway,1303,North
207,49.2511592,-123.0775491,1,,Kingsway,1327,North
208,49.2504665,-123.0771411,1,,Kingsway,1346,South
209,49.2502563,-123.0757408,1,,Kingsway,1409,North
210,49.2496677,-123.0742605,1,,Kingsway,1459,North
211,49.2494794,-123.0739148,1,,Kingsway,1475,North
212,49.2459025,-123.0675206,1,,Kingsway,1850,South
213,49.2443029,-123.0629489,1,,Kingsway,2127,North
214,49.2418316,-123.0586188,3,,Kingsway,2298,South
215,49.2416188,-123.0580178,3,,Kingsway,2310,South
216,49.239444,-123.053583,1,,Kingsway,2536,South
217,49.2360477,-123.0451091,1,,Kingsway,2934,South
218,49.2356388,-123.0420709,1,,Kingsway,3012,South
219,49.2317297,-123.0299525,1,,Kingsway,3490,South
220,49.2322829,-123.0278035,1,,Kingsway,3541,North
221,49.280928,-123.0259438,2,,Kootenay St,405,West
222,49.2680934,-123.1686163,1,,Macdonald St,2001,South
223,49.2680934,-123.1686163,1,,Macdonald st,2001,West
224,49.2497882,-123.1679977,1,,Macdonald St,4107,West
225,49.2425612,-123.1704188,1,,Mackenzie St,4889,West
226,49.2839228,-123.0997361,3,,Main St,101,West
227,49.2838939,-123.0999418,1,,Main St,121,West
228,49.2825431,-123.0989646,1,,Main St,222,East
229,49.2824641,-123.0998325,2,,Main St,245,West
230,49.2801694,-123.0995249,1,,Main St,506,East
231,49.2784697,-123.0995814,2,,Main St,700,East
232,49.2782153,-123.0992977,1,,Main St,708,East
233,49.2657634,-123.1004459,1,,Main St,2148,East
234,49.2657634,-123.1004459,1,,Main St,2148,East
235,49.2657634,-123.1004459,2,,Main St,2148,East
236,49.2622046,-123.1013597,1,,Main St,2543,West
237,49.2622046,-123.1013597,1,,Main St,2549,West
238,49.2618603,-123.1007576,1,,Main St,2600,East
239,49.2617261,-123.1007848,1,,Main St,2616,East
240,49.2598479,-123.1008686,1,,Main St,2828,East
241,49.2598147,-123.1008722,1,,Main St,2830,East
242,49.2591539,-123.1007927,1,,Main St,2902,East
243,49.2586056,-123.1009173,1,,Main St,2970,East
244,49.2546448,-123.100697,2,,Main St,3418,East
245,49.2544496,-123.1006505,1,,Main St,3448,East
246,49.2540119,-123.1011835,1,,Main St,3463,West
247,49.253109,-123.1011061,2,,Main St,3561,West
248,49.251916,-123.1012221,1,,Main St,3699,West
249,49.2512961,-123.1012268,1,,Main St,3757,West
250,49.2510377,-123.1012316,1,,Main St,3795,West
251,49.2484508,-123.1008973,1,,Main St,4124,East
252,49.248382,-123.1013152,1,,Main St,4129,West
253,49.2477365,-123.1007838,1,,Main St,4198,East
254,49.2473463,-123.1007201,1,,Main St,4216,East
255,49.2476257,-123.1013879,1,,Main St,4219,West
256,49.2471105,-123.1014928,1,,Main St,4301,West
257,49.2465464,-123.1015979,1,,Main St,4355,West
258,49.2455533,-123.1014822,2,,Main St,4423,West
259,49.2450281,-123.1010903,1,,Main St,4456,East
260,49.244937,-123.1015905,2,,Main St,4475,West
261,49.2438319,-123.1009637,1,,Main St,4554,East
262,49.2436237,-123.1011502,1,,Main St,4570,East
263,49.2427843,-123.1016602,1,,Main St,4673,West
264,49.2425562,-123.1011961,1,,Main St,4750,East
265,49.233362,-123.1017399,1,,Main St,5685,West
266,49.2748249,-123.1221591,1,,Mainland St,1195,North
267,49.2714027,-123.1070645,5,,Manitoba St,1605,West
268,49.2881114,-123.1242091,2,,Melville St,1205,North
269,49.2861944,-123.0598823,1,,N Templeton Drive,127,West
270,49.268574,-123.104545,2,,Ontario St,1836,East
271,49.274176,-123.1195408,1,,Pacific Boulevard,1108,South
272,49.2739312,-123.1208253,1,,Pacific Boulevard,1196,South
273,49.2737518,-123.1232805,1,,Pacific Boulevard,1267,North
274,49.2735614,-123.1224281,1,,Pacific Boulevard,1268,South
275,49.2719551,-123.1246334,3,,Pacific Boulevard,1300,South
276,49.2833642,-123.1033656,1,,Powell St,43,North
277,49.2833009,-123.0949246,1,,Powell St,415,North
278,49.2832938,-123.094095,1,,Powell St,453,North
279,49.2831841,-123.0935172,4,,Powell St,477,North
280,49.2827609,-123.092154,1,,Powell St,550,South
281,49.2828319,-123.0919338,1,,Powell St,566,South
282,49.2832926,-123.0918063,1,,Powell St,569,North
283,49.2831063,-123.0867654,2,,Powell St,807,North
284,49.2833391,-123.0762926,2,,Powell St,1315,North
285,49.2837964,-123.0695634,1,,Powell St,1728,North
286,49.2841126,-123.069509,1,,Powell St,1729,North
287,49.2642897,-123.1034312,2,,Quebec St,2323,West
288,49.2850381,-123.0955047,1,,Railway St,395,North
289,49.2827291,-123.1207375,1,,Railway St,422,South
290,49.28452,-123.0940021,1,,Railway St,460,South
291,49.2832425,-123.1134586,1,,Richards St,509,West
292,49.2788122,-123.1195993,3,,Richards St,910,South
293,49.275726,-123.1241481,1,,Richards St,1200,East
294,49.2785987,-123.1160366,2,,Robson St,298,South
295,49.2788987,-123.1164103,1,,Robson St,340,South
296,49.2795863,-123.1173752,1,,Robson St,430,South
297,49.2803236,-123.1189207,2,,Robson St,550,South
298,49.2840264,-123.1233407,2,,Robson St,1025,North
299,49.2847112,-123.1252632,4,,Robson St,1100,South
300,49.287051,-123.1290774,1,,Robson St,1300,South
301,49.2873351,-123.1287781,1,,Robson St,1323,North
302,49.2905731,-123.1344726,1,,Robson St,1716,South
303,49.2917011,-123.1355427,2,,Robson St,1817,North
304,49.2793994,-123.1204307,1,,Seymour St,900,South
305,49.2779057,-123.1234181,1,,Seymour St,1067,West
306,49.2775793,-123.1236249,4,,Seymour St,1100,West
307,49.2772308,-123.1246701,1,,Seymour St,1155,West
308,49.2768552,-123.1252236,1,,Seymour St,1199,West
309,49.2804186,-123.1048283,1,,Shanghai Alley,524,East
310,49.2808432,-123.0286789,4,,Skeena St,405,West
311,49.2751302,-123.1139316,2,,Smithe St,79,North
312,49.2751302,-123.1139316,2,,Smithe St,79,North
313,49.2796214,-123.1200237,4,,Smithe St,589,North
314,49.2798019,-123.1204229,1,,Smithe St,601,North
315,49.2832241,-123.1255321,1,,Smithe St,1000,North
316,49.2681116,-123.1665439,2,,Stephens St,2025,West
317,49.283661,-123.064357,1,,Triumph St,1946,South
318,49.2650776,-123.1758727,1,,Trutch St,2400,East
319,49.2777733,-123.0987994,1,,Union St,221,North
320,49.2778006,-123.0985914,1,,Union St,231,North
321,49.277772,-123.0979395,1,,Union St,251,North
322,49.2777505,-123.0979028,1,,Union St,255,North
323,49.2766209,-123.0754442,1,,Venables St,1420,South
324,49.2768573,-123.0752028,1,,Venables St,1457,North
325,49.2769209,-123.0751407,1,,Venables St,1461,North
326,49.2765934,-123.0726119,1,,Venables St,1530,South
327,49.2729115,-123.0655202,1,,Victoria Drive,1302,East
328,49.2395219,-123.0651666,1,,Victoria Drive,4932,East
329,49.2395854,-123.0655423,1,,Victoria Drive,4969,West
330,49.2387867,-123.065571,1,,Victoria Drive,5057,West
331,49.2339101,-123.0657156,1,,Victoria Drive,5579,West
332,49.2340896,-123.0653288,1,,Victoria Drive,5590,East
333,49.2331558,-123.0658793,1,,Victoria Drive,5661,West
334,49.2272929,-123.0659024,1,,Victoria Drive,6225,West
335,49.2257118,-123.0660246,2,,Victoria Drive,6471,West
336,49.2253672,-123.0660505,1,,Victoria Drive,6495,West
337,49.2244852,-123.0660132,1,,Victoria Drive,6579,West
338,49.224282,-123.065582,1,,Victoria Drive,6586,East
339,49.2239368,-123.0660696,1,,Victoria Drive,6647,West
340,49.2235827,-123.0659797,1,,Victoria Drive,6689,West
341,49.2208327,-123.0656968,1,,Victoria Drive,6942,East
342,49.2633682,-123.1862878,1,,W 10th Av,3712,South
343,49.2636506,-123.1869388,1,,W 10th Av,3751,North
344,49.2636506,-123.1869388,1,,W 10th Av,3751,North
345,49.2633836,-123.186895,1,,W 10th Av,3760,South
346,49.2636762,-123.1876572,1,,W 10th Av,3785,North
347,49.2636424,-123.2048863,1,,W 10th Av,4364,South
348,49.2636912,-123.2074485,1,,W 10th Av,4444,South
349,49.2636605,-123.2079568,1,,W 10th Av,4456,South
350,49.2639771,-123.2084503,1,,W 10th Av,4479,North
351,49.2639863,-123.209371,1,,W 10th Av,4501,North
352,49.2636417,-123.2101416,1,,W 10th Av,4530,South
353,49.2637172,-123.2104185,1,,W 10th Av,4538,South
354,49.2641214,-123.2099983,1,,W 10th Av,4545,North
355,49.2641214,-123.2099983,1,,W 10th Av,4545,North
356,49.2616472,-123.1391858,1,,W 11th Av,1510,South
357,49.2616509,-123.1392585,1,,W 11th Av,1520,South
358,49.2608887,-123.1534216,1,,W 12th Av,2108,South
359,49.2588147,-123.1393314,1,,W 14th Av,1510,South
360,49.257895,-123.1391959,1,,W 15th Av,1520,South
361,49.2569185,-123.1211451,1,,W 16th Av,736,South
362,49.2578712,-123.1651783,1,,W 16th Av,2611,North
363,49.270661,-123.145612,2,,W 1st Av,1800,South
364,49.2708048,-123.1474395,2,,W 1st Av,1855,North
365,49.2692516,-123.1053173,1,,W 2nd Av,29,North
366,49.2680917,-123.1115045,1,,W 2nd Av,336,South
367,49.2695395,-123.1395817,1,,W 2nd Av,1534,South
368,49.2695384,-123.1435485,1,,W 2nd Av,1720,South
369,49.2364804,-123.1561178,1,,W 39th Av,2102,South
370,49.2689913,-123.1445132,1,,W 3rd Av,1751,North
371,49.2686919,-123.1451379,1,,W 3rd Av,1780,South
372,49.2354388,-123.1560653,1,,W 40th Av,2130,South
373,49.2334625,-123.1164293,4,Oakridge-41st,W 41st Av,510,South
374,49.2347763,-123.1527087,1,,W 41st Av,2021,North
375,49.2346884,-123.1536514,1,,W 41st Av,2057,North
376,49.2343101,-123.1564244,1,,W 41st Av,2120,South
377,49.2344016,-123.1583171,1,,W 41st Av,2198,South
378,49.2347554,-123.158236,2,,W 41st Av,2225,North
379,49.2343852,-123.159211,1,,W 41st Av,2246,South
380,49.2348505,-123.1586296,1,,W 41st Av,2253,North
381,49.2344862,-123.1593285,1,,W 41st Av,2260,South
382,49.2348942,-123.159766,1,,W 41st Av,2303,North
383,49.2344827,-123.1603228,1,,W 41st Av,2326,South
384,49.2345367,-123.1623484,1,,W 41st Av,2496,South
385,49.2344715,-123.1826736,1,,W 41st Av,3516,South
386,49.2346193,-123.1837495,1,,W 41st Av,3562,South
387,49.2672663,-123.1058568,1,,W 4th Av,38,South
388,49.2676673,-123.1077767,1,,W 4th Av,149,North
389,49.2675544,-123.1087004,1,,W 4th Av,163,West
390,49.2677458,-123.1091759,1,,W 4th Av,165,West
391,49.2677285,-123.1407494,2,,W 4th Av,1590,South
392,49.2680558,-123.1406519,2,,W 4th Av,1599,North
393,49.2680753,-123.141136,1,,W 4th Av,1615,North
394,49.2681898,-123.1436312,1,,W 4th Av,1707,North
395,49.2681799,-123.1438339,1,,W 4th Av,1723,North
396,49.2683115,-123.1445962,1,,W 4th Av,1755,North
397,49.2683115,-123.1445962,1,,W 4th Av,1755,North
398,49.2682005,-123.1449036,1,,W 4th Av,1775,North
399,49.2677929,-123.1458928,1,,W 4th Av,1804,South
400,49.2682815,-123.1462231,1,,W 4th Av,1823,North
401,49.2678398,-123.146348,1,,W 4th Av,1828,South
402,49.268425,-123.1467055,1,,W 4th Av,1843,North
403,49.268425,-123.1467055,1,,W 4th Av,1843,North
404,49.2682363,-123.1483021,1,,W 4th Av,1905,North
405,49.2678425,-123.14818,2,,W 4th Av,1906,South
406,49.2682489,-123.1490825,1,,W 4th Av,1947,North
407,49.2683068,-123.1499668,1,,W 4th Av,1985,North
408,49.2679193,-123.1500197,1,,W 4th Av,1992,South
409,49.2679129,-123.1512309,1,,W 4th Av,2028,South
410,49.2678867,-123.1541699,1,,W 4th Av,2152,South
411,49.2683209,-123.1544386,1,,W 4th Av,2175,North
412,49.2684145,-123.1548368,1,,W 4th Av,2199,North
413,49.2679266,-123.15535,8,,W 4th Av,2200,South
414,49.2679457,-123.1559443,1,,W 4th Av,2228,South
415,49.268006,-123.1569265,1,,W 4th Av,2274,South
416,49.2679607,-123.1577892,3,,W 4th Av,2302,South
417,49.2679607,-123.1577892,3,,W 4th Av,2302,South
418,49.2684853,-123.1655865,1,,W 4th Av,2645,North
419,49.2682007,-123.1652762,1,,W 4th Av,2662,South
420,49.268204,-123.166196,1,,W 4th Av,2698,East
421,49.2680785,-123.167062,1,,W 4th Av,2722,South
422,49.2682391,-123.1670443,1,,W 4th Av,2724,South
423,49.2682391,-123.1670443,1,,W 4th Av,2724,South
424,49.2682529,-123.1689093,1,,W 4th Av,2828,South
425,49.2685488,-123.1698732,1,,W 4th Av,2919,North
426,49.2685437,-123.1700541,1,,W 4th Av,2929,North
427,49.2686328,-123.1783129,1,,W 4th Av,3327,North
428,49.2687497,-123.1786136,1,,W 4th Av,3337,North
429,49.2687541,-123.1823525,1,,W 4th Av,3545,North
430,49.2687541,-123.1823525,1,,W 4th Av,3545,North
431,49.2684638,-123.1833404,1,,W 4th Av,3590,South
432,49.2684734,-123.1839515,1,,W 4th Av,3608,South
433,49.2684832,-123.1849141,1,,W 4th Av,3654,South
434,49.2687506,-123.1854023,1,,W 4th Av,3689,North
435,49.2668587,-123.111927,2,,W 5th,375,North
436,49.2663295,-123.1092293,2,,W 5th Av,188,North
437,49.2663295,-123.1092293,1,,W 5th Av,188,East
438,49.2084931,-123.1378729,2,,W 70th Av,1400,South
